text,source
仙樂飄飄處處聞<br/>沁入你我心<br/>魔鏡，魔鏡，誰是世上最美，誰是世上最漂亮<br/>來啊，來啊，來啊，來啊<br/>仙樂飄飄處處聞<br/>跟隨著旋律節奏<br/>魔鏡，魔鏡，誰是世上最美，誰是世上最漂亮<br/>來啊，來啊，來啊，來啊<br/>嘩！小丑魔術多神奇，請勿妄下,p85
《天天夜夜》是著名音乐人张亚东的经典作品。是张亚东在录音棚为那英创作的一首慢摇滚曲风的歌曲，而那英也亲自演唱了这首歌曲。而《天天夜夜》最早出现在于那英2000年专辑《心酸的浪漫》中，如今这个版本则被作为电影片尾曲出现。虽然张亚东如今更多地是给一些国外摇滚乐队写歌，但其实张亚东的摇滚作品同样十分出色。而《,p85
听 遥远的汽笛<br/>在 梦里呼唤<br/>你的呼吸<br/>是呼唤我的咒语<br/>被 歌声带回<br/>我的世界里<br/>闭上双眼<br/>有你的声音<br/>是谁<br/>在拨动我的心弦<br/>是谁<br/>听见心跳<br/>是谁<br/>在耳边唱情歌<br/>是谁<br/>翻动我的心弦<br/>是谁<br/>听见心跳<br/>是谁<br/>在耳边唱情歌<br/>谁的手<br/>是谁的手<br/>拉动这车轮<br/>谁的手<br/>,p85
世界末日 并不遥远<br/>所有生灵 即将灭绝<br/>万物崩坏 末日降临<br/>灰烬覆盖着大地<br/>为了她<br/>我将奉献出一切<br/>就算是钢铁般的灵魂<br/>化作灰尘也无所谓<br/>点燃熊熊的火焰<br/>为了她<br/>为了她<br/>我愿付出一切<br/>就算是心脏和灵魂<br/>在爱的面前也不算什么<br/>化为灰烬又如何<br/>我愿献出一切<br/>我只愿她能够活下去<br/>无论是什么我,p85
本字幕仅供学习和交流使用，不得用于任何商业目的。使用本字幕所造成的一切后果皆与 Fit 影视论坛无关。（请到贴吧或论坛下载）<br/><br/>在世界的尽头<br/>被广阔大海所包围的大陆上<br/><br/>那是一个以巨大帆船为舞台<br/>展开的宁静安稳的海洋国家<br/>大航海时代<br/>我们无忧无虑的生活着<br/>朝着未来勇敢前进<br/>身为一名年轻的海贼<br/>我憧憬着自己,p85
不要惊讶<br/>只要多想一点<br/>爱情随时会离开<br/>它比一切都更盲目<br/>不要惊讶<br/>最脆弱的火焰<br/>能够烧成最亮的一颗星星<br/>时间让爱情改变方向<br/>我们为爱做过的事<br/>爱还是一样<br/>是贪心还是需要<br/>不知道自己有这种需要<br/>我只知道<br/>不要停止去爱<br/>不要停止去爱<br/>不要停止去爱<br/>不要停止去爱<br/>不要停止去爱<br/>不要停止去爱<br/>不要停止去,p85
本能<br/>没有言语，没有表情的掩饰，直觉就能让我们相恋，<br/>没有原因，没有过程的痛苦，直觉就会让我们相离。<br/>原始的欲念，像山洪一样的爆发，<br/>不需要经过大脑，自然的来临，我的原始本能。,p85
"No surrenderNo surrender<br/>No surrender,No surrender<br/>No surrender,No surrender<br/>No surrender,No surrender<br/>No surrender,No surrender<br/>Oh,我永不放弃<br/>再奋战一回合<br/>Don't be afraid,鼓起勇气<br/>勇往直前，振作精神<br/>Don't be afraid,鼓起勇气<br/>勇往直前，振作精神<br/>No surrender,No surrender<br/>No surrender,No surrender<br/>No surrender,No surrender<br/>No surrender,No surrender<br/>Oh,我永不放弃<br/>再",p85
面对着你<br/>我不会再说<br/>你好吗<br/>我不会再对你说再见<br/>也不会再有梦<br/>在你家门前徘徊<br/>面对着你<br/>我要大声地宣布<br/>我爱你<br/>请不要假装不知道<br/>我喜欢你<br/>谢谢你让我快乐<br/>那一天我看到你<br/>那一天我看到你<br/>你让我坠入爱河<br/>你让我坠入爱河<br/>我的梦想成真了<br/>我的梦想成真了<br/>当我第一次见到你<br/>当我第一次见到你<br/>那时我闭上眼睛<br/>感觉着幸福的,p85
1、（啊）可曾听过最清澈的呼吸/最浪漫的气息/<br/><br/>在月光下<br/><br/>一株小花/迎风摇曳/<br/><br/>背著夏日的梦醒/<br/><br/>（啊）可曾听过最清澈的呼吸/最浪漫的气息/<br/><br/>在月光下<br/><br/>一株小花/迎风摇曳/<br/><br/>背著夏日的梦醒/<br/><br/>每一天的早餐/阳光好安静/像睡著一样/<br/><br/>在,p85
甜蜜蜜 甜蜜蜜<br/>你笑得多甜蜜<br/>甜蜜蜜 甜蜜蜜<br/>好像花儿开在春风里<br/>为什么你笑的这么甜<br/>为什么你这么美丽<br/>莫名其妙 不知道<br/>春天花开处处闻<br/>你在哪里<br/>我就在哪里<br/>你知道我在等你吗<br/>你在哪里<br/>我在这里<br/>等着你回来<br/>甜蜜蜜 甜蜜蜜<br/>你笑得多甜蜜<br/>甜蜜蜜 甜蜜蜜<br/>好像花儿开在春风里<br/>为什么你,p85
总是在夜里翻来覆去<br/>想着你那动人的眼睛<br/>想要对你说爱你千万次<br/>用我的心 倾吐真情<br/>我爱你 爱你<br/>我这一生最爱你<br/>尽管岁月流逝<br/>我依然爱你<br/>不管未来会怎样<br/>我要牵着你的手<br/>我想告诉你 今生今世<br/>我爱你 爱你<br/>我这一生最爱你<br/>为你 我付出了<br/>所有真情<br/>用我所有努力<br/>呵护你 我的爱人<br/>我爱你 ,p85
A little heart a little home<br/>This feeling I've known<br/>For a long long time<br/>A happy home a happy family<br/>So what am I doing here?<br/>A little heart a little home<br/>How can you break this heart of mine<br/>By putting me away?<br/>My only hope is that<br/>One day you'll remember<br/>That I'm your mother<br/>I don't want you to be angry with me<br/>But I have to do what's best for you<br/>I love you more than you will ever know<br/>The,p85
一起歌唱这音乐<br/>趁生命如此年少<br/>情窦初开 歌声甜美<br/>天使降落凡尘 来到我的身旁<br/>一起歌唱这音乐<br/>让青春如此发光<br/>天使降落凡尘<br/>永远长留心房<br/>天使降临凡尘<br/>来到我的身旁<br/>天使降落凡尘<br/>永远长留心房<br/>天使降临凡尘<br/>永远长留心房<br/>再来一首。,p85
Jack Frost nipping at your nose<br/>树梢上挂着冰霜<br/>making spirits bright<br/>心情多舒畅<br/>What better time to deck the halls<br/>这正是装点圣诞树的时候<br/>than<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>,p85
请给我回音<br/>哦<br/>说吧<br/>我在等着你<br/>请你告诉我<br/>你的心<br/>比我的更美<br/>快请回答<br/>我愿永远等你<br/>永远爱你<br/>你说出了真情<br/>请接受我的爱<br/>永远<br/>永远<br/><br/>Op.25 The Unanswered Question<br/>Variations on a Rococo Theme<br/><br/>OP.25 Op.25<br/>木管乐队和小提琴合奏<br/>曲作者　柴可夫斯基(Peter Tchaikovsky)<br/>首演　1840,p85
嘿 我的心跳如此沉重<br/>我只是无法呼吸<br/>我知道这一天会来到<br/>你无法听到我的声音<br/>我的话语 你听不到<br/>因为 我将会消失在云端<br/>从这世界上一切东西<br/>这就像从这世界上一切东西<br/>如果我要试，就要试在最高点<br/>如果我将付出代价<br/>你将看不到我流血<br/>当你离开时，我要以尖叫代替话语<br/>从这世界上一切东西<br/>当我说话，别走开，当你走开,p85
to a<br/>skylark I know<br/>with a song as light as a fairy's wing<br/>to a lark whose heart<br/>at heaven's gate soars so high<br/>fly from cloud to cloud<br/>sing your wild strain to me<br/>I'll answer you with<br/>the echoes of my dream<br/>In the lonely hours<br/>the night has a thousand eyes<br/>and they all look at me<br/>In the lonely hours<br/>of the night<br/>In the lonely hour of night<br/>moonlight on the,p85
"Can you feel it in the air? It<br/>'s getting hotter The pressure is on<br/>大家都感受得到空气中的气氛，越来越紧张了。<br/>Can you feel it in the air? I<br/>'m getting ready<br/>The competition is fierce 这会让你感受到我的激情。<br/>This is it, my chance to break the rules 我绝不会放过这个机会，去打破规则的。<br/>Hoping for my dreams to come true And there's no turning back<br/>希望我的梦想能够成真，",p85
只要我<br/>能让<br/>你的心<br/>明白<br/>The warmth of<br/>a loving<br/>hand<br/>我想我<br/>就能够<br/>感受<br/>The thrill of<br/>your soft lips<br/>甜蜜的<br/>紧紧地<br/>拥抱着<br/>你<br/><br/>Raindrops on roses<br/>and whiskers on kittens<br/>还有小猫的胡须<br/>这些都让我开心<br/><br/>Cats playing with<br/>little white balls<br/>小猫玩着小白球<br/>这些都让我开心<br/><br/>Sweets to the,p85
白龙寺 不看佛<br/>大理城 翻城墙<br/>蝴蝶泉 泉水干<br/>马蹄声 客栈<br/>梦里有一个地方<br/>它不在我的身旁<br/>天上它近在咫尺<br/>地底它却在远方<br/>它在水中央<br/>是我的故乡<br/>在我心底<br/>从来不曾遗忘<br/>它没有尽头<br/>它是我最初的地方<br/>在那里山连着水 水连着天<br/>那里的人从来没有忧伤<br/>也没有眼泪<br/>那里的日子过得很,p85
La...<br/>Ba...<br/>da<br/>ba<br/>de<br/>ba<br/>di<br/>ba...<br/>La...<br/>Ba...<br/>da<br/>ba<br/>de<br/>ba<br/>di<br/>ba...<br/>冷冷的夜里，走过的男子<br/>他就像一面白墙<br/>他的眼神如此冰冷<br/>就像在风中摇曳的枯叶<br/>他虽然走了，我却留下来<br/>我留在沙滩<br/>留在这个异乡<br/>我独自沿着沙滩走着<br/>静静的守候他的踪影<br/>回头望着,p85
想着你<br/>我泪流满面<br/>每一次我想你的时候<br/>我都会流泪<br/>为了我们曾经相爱<br/>即使分离也无法改变<br/>分离的日子里<br/>我常常哭泣<br/>我永远的永远的<br/>爱你<br/>说这句话<br/>并不是想要继续这样的爱<br/>我爱你<br/>我爱你<br/>我爱你<br/>请不要欺骗我<br/>当你要离开我的时候<br/>请不要再欺骗我<br/>不要再欺骗我<br/>说这句话<br/>并不是想要继续这样的爱<br/>我爱你<br/>我爱你<br/>我爱你<br/>请不要欺骗我,p85
A<br/>我醒来在光明的早晨<br/>那正是昨天 我上床的时候<br/>没有什么事 值得我多想<br/>我最好只过好我的日子<br/>在我心里没有什么特别的<br/>只有一件事 值得我多想<br/>所有的男人和女人 都想挣到金钱<br/>我也不会对他们的梦想 妄加评论<br/>不过我有我自己的梦<br/>没有什么特别 不过那是我的梦<br/>所有男人和女人 都想去看看世界<br/>我自己知道我为何如此<br/>可是我不能解释清楚 为何我要,p85
《水手》<br/>郑智化<br/>他说风雨中这点痛算什么<br/>擦干泪不要怕至少我们还有梦<br/>他说风雨中这点痛算什么<br/>擦干泪不要问为什么<br/><br/>他说风雨中这点痛算什么<br/>擦干泪不要问为什么<br/>黑暗的尽头，走下去，就是黎明。<br/>长夜的尽头，走下去，就是天明。<br/>在恶毒的人心，难容的世道，冷漠的现实里，<br/>没有刀光,p85
从此不再有你<br/>我们都很寂寞<br/>电话中虚假的声音<br/>不再有你<br/><br/>我曾是你所爱<br/>如今再不会一样<br/>（从现在）到永远<br/>直到世界灭亡<br/>我会记得你，我爱的你<br/>我会记得你，我爱的你<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember You<br/>I Will Remember,p85
每当我注视着那明月的时候， 我总觉得是在你遥远的目光中。 你高高在上，我日日夜夜思念着你。 为了曾经的誓言，为了心灵的渴望， 为了无法改变的命运，我永远与你在一起。 当我心神不定的时候，当我没有信心的时候， 我总是想到你的目光，你的微笑，和你那些亲切的话语， 给我勇气，给我希望，让我无所畏惧。 每当月儿挂在天上，每,p85
Baby I know<br/>Can you make it right<br/>I know we can make it right tonight<br/>Baby I know<br/>So let me in<br/>I know we can make it right tonight<br/>Baby I know<br/>Can you make it right<br/>I know we can make it right tonight<br/>Baby I know<br/>So let me in<br/>I know we can make it right tonight<br/>Alright come on.<br/>继续。<br/>Yeah<br/>You want me to come over right now<br/>想现在来我家吗<br/>You want,p85
今夜让<br/><br/>我心宁静<br/>什么都不去想<br/>不再伤悲<br/>沉浸在伤心的美梦中<br/>希望时间停止不再流动<br/>让我保留<br/>过去那一份回忆<br/>但是今晚星月满天<br/>只有我独自一人在悲叹<br/>天上月儿圆<br/>地上人儿断肠<br/>天若有情<br/>不该有离别<br/>地若有情<br/>不应该有山川<br/>啊！ 欢乐时短<br/>寂寞无穷<br/>美好的日子<br/>为什么不能长久<br/>黑暗已经过去,p85
"There’s just one single chance<br/>Don’t wanna let it slip away<br/>I was born in this city<br/>And I can call it my own<br/>I feel it, it’s getting stronger<br/>I can see it in your eyes<br/>I can see it in your smile<br/>I can see it in your soul<br/>But I need you to show me<br/>Baby, baby, baby<br/>All I need to know is where do we go from here?<br/>I wanna give it all to you<br/>I wanna give",p85
"I'm Gonna Love You Just A Little More, Baby<br/>亲爱的我要再爱你一点<br/>I'm Gonna Love You Just A Little More, Baby<br/>我要再爱你一点<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>I've Seen The Rain<br/>And I've Seen The Rain Fall Down On Your Parade<br/>我已经看到雨落在你的",p85
深海里，蝴蝶的梦想<br/>一朵花<br/>可以绽放几千年<br/>看那星，在无际的夜空<br/>云彩会变成什么<br/>写满梦，浅浅的诗行<br/>有多少秘密，藏在我心上<br/>寻找那，遥远的故乡<br/>隔着海，谁在听我歌唱<br/>我听见，天空中花开的声音<br/>花开的声音<br/>哦，故乡<br/>藏着多少，遥远的梦想<br/>我听见，天空中花开,p85
多么奇妙 多么美妙<br/>你我共聚这里<br/>梦想同在 精彩万分<br/>今天让梦想高飞<br/>世上万事 一试就知<br/>今天的你让我更加相信<br/>年轻的梦 无敌最美丽<br/>让我们一起拥抱这世界<br/>年轻多好 天空海阔<br/>还有梦一起追<br/>年轻多好 勇于去爱<br/>这是我们的时代<br/>我们好不容易来到这世上<br/>让我们改变这个世界<br/>精彩万分<br/>今天让梦想高飞<br/>,p85
她来自那东边遥远的小岛<br/>岛上每夜升起温暖的月亮<br/>你浅浅的笑<br/>你柔柔软软<br/>你蜜蜜甜甜<br/>你从那南边的小岛向我这里流浪<br/>我听见你的歌声在回荡<br/>你浅浅的笑<br/>你柔柔软软<br/>你蜜蜜甜甜<br/>你浅浅的笑<br/>你柔柔软软<br/>你蜜蜜甜甜<br/>你浅浅的笑<br/>你柔柔软软<br/>你,p85
我从哪里来，有谁能告诉我，<br/>我来自何方。<br/>我为什么要存在，有谁能知道，<br/>我为何而生。<br/><br/>这世界属于你，它总是在变化，要让你明白，没有什么是永恒的。<br/><br/>一切都是短暂的，这世界属于你，愿你常怀欢愉的心，愿你的欢愉的心永不破碎。<br/>愿你常怀欢愉的心，愿你的欢愉的心永不破碎。,p85
"[You're all I've ever wanted]<br/>[My hope, my dream, my destiny]<br/>[I won't give up]<br/>[No, I won't stop until I reach the end]<br/>[You're all I see]<br/>[My heart, my soul, my faith in love]<br/>[You're all I need]<br/>[To live, to give, to feel alive]<br/>[To fly, to reach, to touch the sky]<br/>[No, I won't give up]<br/>",p85
"光阴似箭,日月如梭<br/>光阴迅速,光阴飞逝,时光荏苒,白驹过隙,<br/>一切象闪电一样飞快地过去.<br/>我们度日如年，而时光在无聊中飞逝.<br/>当我们正想在树阴下小憩时, 生命已经到了中午.<br/>当我们刚刚开始人生的旅程时, 生命已经到了尽头.<br/>去年冬天我还看到这些大树,现在它们却已光秃秃的了.<br/>",p85
烟雨烟雨蒙蒙，楼台如画，碧柳丝丝春意闹。<br/>荷花娇，笑颜酡，对镜贴花黄。<br/>人面桃花，依依醉人，映出墙红。<br/>帘外雨潺潺，人比黄花瘦，红烛泪，留人醉，窗外梧桐，雨里芭蕉。<br/>明月心，水迢迢，落花楼台，对影遥相照。<br/>,p85
在旅行的光年之后<br/>我会找到那对儿孪生行星<br/>那里你们可以一起游泳<br/>在美丽沙滩上<br/>但你们得赶快行动<br/>免得来不及<br/>来吧 跟上 跟上 跟上<br/>你必须跟我来<br/>加入所有我们的朋友<br/>我们会待到夕阳落下<br/>用一天时间环游银河系<br/>但是 如果在航程结束前<br/>你对我们失去了兴趣<br/>你必须离开<br/>亲爱的 我真的期待那一天<br/>我会在我的吉他盒里<br/>,p85
我们的歌<br/><br/>词：张简君伟<br/><br/>曲：张简君伟<br/><br/>制作人：张简君伟/吕祯晃<br/><br/>Wu uwu…<br/><br/>记得那一天 广场的太阳很大<br/><br/>第一次牵手 你害羞的看着我<br/><br/>你傻傻的说 我们可不可以在一起<br/><br/>那一天 我们的歌唱了一天<br/><br/>所有的人都记得我们的歌<br/><br/>那一年我们去了很多地方<br/><br/>做了很多疯狂的事 你说我是最棒的<br/><br/>那一天 我们的歌唱了一天<br/><br/>,p85
星海广阔无边<br/>沧海又何曾能变作桑田<br/>无论如何 无尽深情 亦已一往情深<br/>茫茫天际 灿烂烟花<br/>在闪耀一刻 都一齐在璀灿夜空下飞舞<br/>任凭快乐时光匆匆消失不再留住<br/>只有风继续吹<br/>纵使点点回忆 积聚心里<br/>从不觉得这段情是可惜<br/>漫长路 愿你多珍重<br/>曾话,p85
"（这首《Komm Zu Mir》 是德国歌手Maximilian Hecker演唱，中文翻译比较不好，听者自己理解）<br/><br/>这是我翻译的歌词，可能不全准确。<br/><br/>I've come back to you, don't be afraid.是我回到你身边，不要害怕。I was in your dreams.我在你的梦里。Was it real, what we felt?我们所感受到的，那是真的吗？Wake up and face reality.醒来吧，面对现实。I wanna feel your heart",p85
偷听邻居家的窃窃私语，是否说着对你满满的疼爱<br/>月光轻轻地透过玻璃窗，雪花飘洒窗外触动了心房<br/>他们说着你的离开，你已不在我身旁，哭红的双眼不再对谁依恋<br/>能不能再回到从前，让我爱你到永远<br/>能不能再让我拥有，从前那种温暖<br/>亲吻你淡淡的哀愁，温暖着你身体的每一处<br/>当你难过的时候，我会在你身旁,p85
在深夜的秋叶之街<br/>忘却的乐园的门扉<br/>轻扣一晚的声音<br/>夜晚晴朗的黎明<br/>奇妙的思绪<br/>如同黑夜退去的街道<br/>是呀，我也曾这样的去听这首歌<br/>非常美丽的歌词<br/>和你在一起的时候，<br/>我总是想，等你离去后，我会一个人痛苦的死掉，<br/>我真的是很怕寂寞的，<br/>我常常在想，要不是因为我让你变成了那么痛苦的一个人，<br/>我想，你一定不会离,p85
我喜欢孤独<br/>但它不属于我<br/>来也匆匆 去也匆匆<br/>你听不到我的声音<br/>来也匆匆 去也匆匆<br/>你听不到我的声音<br/>在雨中倾听雨声<br/>呼唤雨中的声音<br/>在雨中倾听雨声<br/>呼唤雨中的声音<br/>我喜欢独自一个人<br/>在风雨中独自漫步<br/>在风雨中独自漫步<br/>我喜欢在暴风雨中<br/>与狂风闪电一起漫步<br/>与狂风闪电一起漫步,p85
"This song is dedicated to you,<br/>I love you so.<br/>You know I do.<br/>我如此爱你，你知道<br/>I hate to let you go,<br/>you know how much.<br/>我多么不想让你走，你知道<br/>I'd give anything to stay,<br/>you know I would.<br/>我愿付出一切，你知道<br/>But I have to let you go,<br/>so long.<br/>但是我得让你走，再会了<br/>So, darling, please remember me.<br/>所以，亲爱的，请记住我。<br/>I promise you",p85
"中文歌词<br/>This is the way<br/>This is the way I like it baby<br/>This is the way<br/>This is the way I like it baby<br/>And I wanna tell the world<br/>I don't like nobody else but you<br/>I like it, I like it, I like it<br/>The way you walk<br/>The way you talk<br/>The way you move<br/>The way you groove<br/>The way you kiss<br/>The way you sigh<br/>I like it, I like it, I like it<br/>",p85
当鲜花含苞待放时<br/>你是我渴望的风<br/>当明月映入我眼中<br/>你是我注目的星光<br/>我心中只有你<br/>我的心为你牵挂<br/>我为你担忧<br/>可是你并不在意<br/>可我依然爱你<br/>我心中的花<br/>你为何要凋零<br/>在春天到来之前<br/>你可曾知道我的思念<br/>就像绵绵春雨<br/>我心中只有你<br/>我的心为你牵挂<br/>我为你担忧<br/>可是你并不在意<br/>可我依然,p85
我们是一群不完美的小孩<br/>我们曾犯过错误也曾受伤<br/>试着去做的更好<br/>可我们知道，我们依旧平凡<br/>我们需要你指引，能帮我们吗<br/>当我们生活黯然失色<br/>当我们面对艰难选择<br/>你能帮我们吗，帮我们吗，帮我们吗<br/>世界已扭曲，并非完美，爱能够疗愈<br/>我们能在一起，做更好的事，你能帮我们吗<br/>世界已扭曲，并非完美，爱能够疗愈<br/>我们能在一起，,p85
难得那浮生半日闲<br/>提起了笔<br/>不知从何说起<br/>人生几何 几何人生<br/>我乘着风<br/>翱翔在云间<br/>化作清风<br/>随处有山泉<br/>不须避世<br/>不须问俗<br/>山不在高<br/>水不在深<br/>寻着那往日的音容<br/>伴随着你<br/>伴着一路风雨<br/>人何在<br/>情何在<br/>几度留连<br/>几度蹉�,p85
这首歌是1986年阿尔韦托·桑托斯演唱的。现在人们用这<br/>首歌来纪念科伦巴-赛伊托。<br/>当阳光照射这片大地<br/>请你来到我的身边<br/>在这里我为你歌唱<br/>为你讲述我的爱<br/>梦中的你依然美丽<br/>温柔的声音缠绕我心<br/>这一切离我越来越近<br/>来到我的身边<br/>不要对我吝啬你的微笑<br/>不要让我独自哭泣<br/>不要对我说你已离去<br/>要知道我会永远爱你<br/>不要对我吝�,p85
越过一座山<br/>越过一道岭<br/>山前山后树呀树连理<br/>树上落只鸟<br/>树上落只鹰<br/>山前山后水呀水连波<br/>站在山尖我向下一看<br/>呀嗨哟嘿 呀嗨哟嘿<br/>呀嗨哟嘿 呀嗨哟嘿<br/>金秋的果实连着那农民的心<br/>呀嗨哟嘿 呀嗨哟嘿<br/>万家灯火映红那幸福的生活<br/>呀嗨,p85
"I got a lot of things<br/>I could write about,<br/>就像那夕阳<br/>留在身后<br/>I got a lot of stories<br/>一路上都想对你述说<br/>But the one that I want you to hear<br/>is about a cold October night<br/>是那场冷冷的十月夜<br/>When we met<br/>your mother<br/>妈妈和我们相遇的那晚<br/>I know it doesn't rhyme<br/>I can't believe I wrote a song<br/>我知道我不怎么会写诗<br/>No one would believe me<br/>",p85
山谷的风 吹响古铜色的号角<br/>我用尽了最后的气力 喊出最后的声音<br/>奔向那风的海洋<br/>我听见水手在高呼 向着大海的尽头<br/>向着胜利的彼岸 我们出发吧<br/>我的心充满了希望<br/>我心中的灯永远不会熄灭<br/>在你眼中我看到了曙光<br/>不要把我留在黑暗里<br/>心中的灯永不熄灭<br/>掌声在哪里<br/>我的歌唱完了<br/>给我点掌声<br/>掌声在哪里<br/>我的歌唱,p85
离开我很寂寞但能怎么办<br/>寂寞会压抑不住挣扎泪水<br/>不想给谁伤害<br/>想为自己心找一个家<br/>习惯了孤单不想被谁打扰<br/>想念我的明天爱我不变<br/>一起等待我们的誓言实现<br/>总有一天与你相遇的地点<br/>我要的陪伴是你温暖的手掌<br/>我们相爱永不分手<br/>不要说着你的无所谓<br/>我给你的爱你能不能感同身受<br/>不要说没有你我有多孤独<br/>看透了你的虚伪我不再,p85
于世界中两相对<br/>离开了我却走近你<br/>这是否天意<br/>令无穷改变<br/>原来是你在叫我<br/>却使我震。惊<br/>如何找天意<br/>相识前早已相识<br/>留住是爱是痴是醉<br/>仍愿痴醉里等你<br/>我爱你爱你爱你至死永不分离<br/>自从我遇见你的那天起<br/>我的心就属于你<br/>我爱你爱你爱你一生无悔无怨<br/>人世间多少悲欢聚散<br/>今生无,p90
当你缓缓倒进我的心田<br/>一个寂静的夜渐渐被点燃<br/>当我看到你吻着我<br/>就像是一首天堂的歌<br/>你的甜言蜜语<br/>如此甜蜜<br/>然后，我在你的眼里看到了它<br/>听到你说你爱我<br/>如此的响亮<br/>静静躺在我的臂膀里，我的公主<br/>你温暖的手指抚摸着我<br/>让我感受到<br/>你的爱<br/>我们在一起的时刻<br/>如此甜蜜<br/>你甜美的呼吸<br/>让我醉心不已<br/>你的纯真,p90
每一首歌都是一封寄不出去的信 写在最动人的情节 用我的悲伤唱出你的欢乐<br/>让我们心相连<br/>不要问我从哪里来 不要问我到哪里去 只要叫我唱出心里的歌<br/>不管是那一首 有哪一首不是动人的旋律<br/>这一首歌是一封寄不出去的信 请不要忘记我 有缘将会再相逢<br/>请你告诉我 你是否和我一样 我们的心永远不要说再见 永远不要说再见。,p90
啊，美丽的山河，你是我的祖国<br/>都是金色的土壤，哪一处不是我的家<br/>啊，美丽的山河，你是我的祖国<br/>哺育了亿万儿女，都是爹亲娘啊<br/>你问我出生在哪里？我就出生在你的身旁<br/>你问我出生在哪里？我就出生在你的身旁<br/><br/>啊，美丽的山河，你是我的祖国<br/>都是金色的土壤，哪一处不是我的家<br/>啊，美丽的山河，你是我的祖国<br/>哺育了亿万,p90
Super Junior - U<br/>Ooh U U U<br/>你也喜欢吗?<br/>这节奏<br/>你的视线正摆荡<br/>you<br/>&<br/>I<br/>真无法相信<br/>I want you<br/>I want U<br/>不是吧<br/>别装着<br/>像冰山般冷酷<br/>可我却着迷于你<br/>可我却着迷于你<br/>My baby baby<br/>I want you<br/>我向来带着温柔的心<br/>and tell you again<br/>真心真意告诉你<br/>I want,p90
窗外的雨滴 让整个城市像一幅油画<br/>我在画里想着你 越来越近越来越清晰<br/>如果我在你心里 是不是藏得秘密<br/>你是否也想过我一样 翻遍日记找线索<br/>雨滴敲打窗台 你有没有听见<br/>而我在画里写着爱你 只想让你知道<br/><br/>如果我在你心里 是不是藏得秘密<br/>你是否也想过我一样 翻遍日记找线索<br/>雨滴敲打窗台 你有没有听见<br/>而我在画里,p90
从前从前有个人爱你很久<br/>但偏偏风渐渐把距离吹得好远<br/>好不容易又能再多爱一天<br/>但故事的最后你好像还是说了拜拜<br/>我会试着放下往事管它过去有多美<br/>也会试著不去想起你淡淡烟草味<br/>反反覆覆拨着电话不改变已很久<br/>不知在夜深人静时却把你想起<br/>难道爱情可以转交给别人<br/>不管我爱的人是谁<br/>只要你出现了我就会明白<br/>爱说,p90
"我们昨天分离,是今天又相遇；<br/>昨天我们相隔万里,今天在同一地球。<br/>就因为有求同存异的真谛,才使得中美友谊充满魅力。<br/>我们的友情是蓝天上飘动的云彩,互相扶持,携手并肩,永不离开。<br/>尽管我们生活条件和习惯各有不同,尽管语言不同,宗教信仰不同,肤色不同。<br/>但我们都拥有共同的愿望,让世界充满和平,我们坚信友谊永存！<br/>昨天分离,今天相遇,",p90
最心爱的你<br/>飘入到我的心里面<br/>驱散了离愁 弥漫着思念<br/>在最美丽的一瞬间<br/>抬头看那天 看见你似白鸟<br/>张开双臂 带我往前飞<br/>忽隐忽现的你在我梦里<br/>不知不觉我已经离不开你<br/>已经离不开你<br/>我的最爱<br/>已经离不开你<br/>我已经离不开你<br/>已经离不开你<br/>你已经离不开我<br/>最心爱的你<br/>飘入,p90
绯色の月に抱かれて<br/>优しい记忆と<br/>痛みさえ<br/>苏り<br/>欠片を集めながら<br/>そうさ　生きるの<br/>常にふたり<br/>「真夜中に君は一人でいるの?」<br/>「どこかに行ってしまった?」<br/>「おばぁちゃんの话ばかり闻くの?」<br/>君に会いたいん,p90
你的儿子，对你撒了谎<br/>你的儿子，打了别人<br/>为了什么?<br/>有什么意义?<br/>老头儿<br/>从头再来<br/>就像我<br/>我就喜欢这样<br/>这种音乐好听吗?<br/>但我们都知道它的意义<br/>我不要他的钱<br/>我以为你为他工作?<br/>是的，我是<br/>但我想做我自己的音乐<br/>那是更好，更好的？<br/>会更好<br/>你没跟别人说过?<br/>这里有点钱<br/>你自己开个店，买个锅<br/>- 你开什么店,p90
我愿<br/>为爱攀上<br/>巅峰<br/>我愿<br/>划破浪谷<br/>扬帆<br/>攀上<br/>巅峰<br/>纵使攀登<br/>扑空<br/>梦醒<br/>会跌进深渊<br/>也愿<br/>从未<br/>有此梦<br/>梦中没你<br/>宁愿<br/>从未<br/>有此梦<br/>即便只是一瞬间<br/>愿长梦不醒<br/>就算世事难料<br/>也祈求<br/>愿望成真<br/>永劫<br/>永劫<br/>不愿醒<br/>来吧！<br/>,p90
